Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:30,05:30,08h 00m,558,29 Seats available,"4.7
610",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,04:30,08h 00m,569,23 Seats available,"4.4
701",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,05:30,07h 00m,540,35 Seats available,"3.9
458",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),21:55,06:35,08h 40m,648,29 Seats available,"4.4
516",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:30,04:35,08h 05m,589,28 Seats available,"4.3
436",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,05:00,07h 00m,INR 500,37 Seats available,"3.8
313",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:00,04:25,07h 25m,529,39 Seats available,"3.6
105",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),23:00,07:00,08h 00m,540,28 Seats available,"2.9
40",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
FlixBus,A/C Seater (2+2),20:00,05:00,09h 00m,INR 619,22 Seats available,"4.6
5",https://www.redbus.in/bus-tickets/shimla-to-delhi,Shimla to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:00,23:00,07h 00m,569,12 Seats available,"4.6
274",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,03:30,05h 30m,569,35 Seats available,"4.6
204",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,03:15,05h 45m,569,35 Seats available,"4.5
123",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,03:30,05h 50m,474,44 Seats available,"4.7
48",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),15:30,22:20,06h 50m,673,31 Seats available,"3.9
92",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,02:30,06h 30m,569,19 Seats available,"4.5
50",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:15,01:10,06h 55m,INR 619,13 Seats available,"4.9
12",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),21:00,03:00,06h 00m,630,37 Seats available,"3.9
23",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),19:30,02:05,06h 35m,INR 814,27 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),20:00,03:30,07h 30m,INR 599,27 Seats available,"2.5
49",https://www.redbus.in/bus-tickets/manali-to-chandigarh,Manali to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05:30,06h 40m,474,38 Seats available,"4.7
444",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,06:00,06h 30m,474,34 Seats available,"4.6
290",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,06:30,06h 45m,474,34 Seats available,"4.5
377",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:20,06:00,06h 40m,474,48 Seats available,"4.5
136",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,07:00,08h 35m,509,31 Seats available,"3.5
197",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,06:30,08h 15m,495,28 Seats available,"3.5
107",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45,07:00,08h 15m,495,29 Seats available,"4.3
4",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
SWAGATAM TOUR HOLIDAY,Volvo AC Seater (2+2),23:59,07:00,07h 01m,INR 999,41 Seats available,New,https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,07:25,07h 26m,INR 497,29 Seats available,"3.7
37",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:35,07:10,08h 35m,509,29 Seats available,"3.0
71",https://www.redbus.in/bus-tickets/chandigarh-to-manali,Chandigarh to Manali
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:35,07:05,12h 30m,INR 594,40 Seats available,"4.7
553",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,05:30,12h 30m,569,38 Seats available,"4.6
801",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Deltin Travels,Volvo 9600 A/C Semi Sleeper (2+2),21:50,09:10,11h 20m,INR 500,17 Seats available,"4.6
808",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
AdIntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),20:30,08:05,11h 35m,INR 594,38 Seats available,"4.7
379",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,11:00,12h 00m,569,40 Seats available,"4.6
745",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,10:00,12h 00m,569,38 Seats available,"4.6
677",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),21:55,09:05,11h 10m,INR 594,35 Seats available,"4.6
483",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),22:40,12:05,13h 25m,495,33 Seats available,"3.4
69",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,07:00,12h 00m,569,44 Seats available,"4.7
847",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,09:00,12h 00m,569,45 Seats available,"4.5
761",https://www.redbus.in/bus-tickets/delhi-to-manali,Delhi to Manali
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,01:15,04h 55m,759,13 Seats available,"4.2
13",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,02:05,04h 25m,749,16 Seats available,"4.7
12",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-chandigarh,Hamirpur (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,05:55,08h 35m,740,14 Seats available,"4.6
382",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,664,26 Seats available,"4.5
387",https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh,Delhi to Hamirpur (Himachal Pradesh)
NueGo,Electric A/C Seater (2+2),11:25,16:25,05h 00m,404,1 Seat available,"3.5
289",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),12:00,17:05,05h 05m,404,6 Seats available,"3.4
340",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Khurana Bus Service,Bharat Benz A/C Seater (2+2),12:40,19:00,06h 20m,INR 499,26 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,495,29 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Khurana Bus Service,Bharat Benz A/C Seater (2+2),12:40,18:40,06h 00m,INR 499,30 Seats available,"3.7
6",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),13:00,18:25,05h 25m,404,16 Seats available,"4.0
354",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,404,16 Seats available,"3.5
351",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,404,30 Seats available,"3.7
355",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
FlixBus,A/C Seater (2+2),16:00,21:55,05h 55m,INR 375,18 Seats available,"3.6
23",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,380,39 Seats available,"3.5
209",https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:00,04:20,12h 20m,664,12 Seats available,"4.6
748",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:30,07:30,10h 00m,664,35 Seats available,"4.5
870",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
IntrCity SmartBus,Volvo A/C Semi Sleeper (2+2),19:30,07:00,11h 30m,INR 594,28 Seats available,"4.6
414",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),22:35,09:15,10h 40m,709,32 Seats available,"4.2
43",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:15,06:00,11h 45m,INR 619,18 Seats available,"4.6
315",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,07:45,09h 45m,664,35 Seats available,"4.4
1024",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,664,15 Seats available,"4.4
882",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
AdCity Land Travels,Volvo A/C Semi Sleeper (2+2),15:30,04:00,12h 30m,673,31 Seats available,"3.5
260",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Malana Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:00,06:00,10h 00m,679,36 Seats available,"4.5
355",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,08:10,10h 30m,569,44 Seats available,"4.2
534",https://www.redbus.in/bus-tickets/manali-to-delhi,Manali to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,06:00,08h 20m,749,17 Seats available,"4.7
391",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,854,12 Seats available,"4.5
445",https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi,Hamirpur (Himachal Pradesh) to Delhi
HRTC - 1515,Ordinary 3+2 Non AC Seater,13:20,20:15,06h 55m,INR 348,37 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1529,Ordinary 3+2 Non AC Seater,13:56,19:05,05h 09m,INR 339,37 Seats available,"2.3
10",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1516,A/C Executive (2+3),15:00,18:50,03h 50m,INR 315,44 Seats available,"4.5
77",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1546,Ordinary 3+2 Non AC Seater,16:25,21:15,04h 50m,INR 309,27 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 9235,A/C Executive (2+3),16:40,22:00,05h 20m,INR 369,44 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 401670,Ordinary 3+2 Non AC Seater,18:00,22:00,04h 00m,INR 295,37 Seats available,"5.0
7",https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1549,Ordinary 3+2 Non AC Seater,18:15,01:00,06h 45m,INR 337,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 1227,Ordinary 3+2 Non AC Seater,19:30,03:00,07h 30m,INR 339,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-hamirpur-himachal-pradesh,Chandigarh to Hamirpur (Himachal Pradesh)
HRTC - 290,Ordinary 3+2 Non AC Seater,19:00,05:30,10h 30m,INR 583,27 Seats available,"3.0
17",https://www.redbus.in/bus-tickets/shimla-to-manali,Shimla to Manali
HRTC - 291,Himmani Deluxe 2+2 Non AC Seater,20:20,05:00,08h 40m,INR 641,26 Seats available,"3.5
18",https://www.redbus.in/bus-tickets/shimla-to-manali,Shimla to Manali
HRTC - 154,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:10,09h 10m,INR 963,35 Seats available,"4.3
136",https://www.redbus.in/bus-tickets/shimla-to-manali,Shimla to Manali
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,08:10,10h 25m,601,21 Seats available,"4.8
1083",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,07:15,10h 15m,569,26 Seats available,"4.8
530",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,07:30,10h 30m,585,18 Seats available,"4.8
488",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
AdFlixBus,A/C Seater (2+2),19:00,07:15,12h 15m,INR 638,42 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,07:45,10h 45m,585,18 Seats available,"4.8
366",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,09:00,11h 00m,664,36 Seats available,"4.7
665",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,06:00,11h 00m,569,18 Seats available,"4.7
487",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
AdNew Himalaya Travels,Volvo A/C Semi Sleeper (2+2),21:15,07:45,10h 30m,INR 600,29 Seats available,"4.1
92",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,06:40,11h 10m,601,29 Seats available,"4.6
797",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,08:55,10h 55m,664,36 Seats available,"4.7
304",https://www.redbus.in/bus-tickets/delhi-to-dharamshala,Delhi to Dharamshala (Himachal Pradesh)
RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,16:30,21:15,04h 45m,INR 432,33 Seats available,"4.1
9",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
FlixBus,A/C Seater (2+2),20:00,00:30,04h 30m,INR 141,22 Seats available,4.0,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:30,23:45,03h 15m,INR 267,33 Seats available,"4.6
68",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:35,03h 05m,474,23 Seats available,"4.8
37",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,23:00,02h 30m,474,23 Seats available,"4.7
8",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:00,00:10,03h 10m,529,39 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:00,00:45,03h 45m,529,39 Seats available,3.6,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:30,00:55,03h 25m,558,29 Seats available,4.7,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),21:55,01:40,03h 45m,648,31 Seats available,"3.8
19",https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,00:50,02h 50m,INR 500,37 Seats available,4.2,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,Shimla to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,06:00,06h 05m,569,19 Seats available,"4.7
285",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:55,05:59,06h 04m,569,19 Seats available,"4.6
192",https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),NON A/C Semi Sleeper (2+2),23:55,06:31,06h 36m,INR 999,29 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
Asian's Shina Tour & Travels (Swoyambhu Manjushree Yatayat P. LTD),NON A/C Semi Sleeper (2+2),23:55,06:45,06h 50m,INR 999,29 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh to Dharamshala (Himachal Pradesh)
PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),22:35,03:35,05h 00m,1349,17 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
TANISHQ HOLIDAYS TOUR,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:00,01:30,06h 30m,1619,49 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
TANISHQ HOLIDAYS TOUR,Volvo Multi-Axle A/C Semi Sleeper (2+2),21:00,03:30,06h 30m,1619,49 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-baddi-himachal-pradesh,Delhi to Baddi (Himachal Pradesh)
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:50,03:20,05h 30m,759,22 Seats available,"4.8
136",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,01:00,06h 35m,664,21 Seats available,"4.9
86",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,01:00,06h 30m,664,21 Seats available,"4.7
84",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,03:20,05h 35m,759,22 Seats available,"4.7
65",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,02:00,06h 00m,569,38 Seats available,"4.9
40",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,02:35,05h 35m,664,27 Seats available,"4.7
40",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,759,26 Seats available,"4.3
97",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:15,02:45,05h 30m,702,12 Seats available,"4.9
27",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,01:00,06h 00m,702,20 Seats available,"5.0
22",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:30,01:55,05h 25m,555,35 Seats available,"4.6
27",https://www.redbus.in/bus-tickets/dharamshala-to-chandigarh,Dharamshala (Himachal Pradesh) to Chandigarh
HRTC - 1003,Ordinary 3+2 Non AC Seater,14:30,02:20,11h 50m,INR 631,18 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,03:00,12h 00m,INR 597,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1024,A/C Executive (2+3),16:20,04:15,11h 55m,INR 642,24 Seats available,"4.2
8",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1001,A/C Executive (2+3),17:15,04:00,10h 45m,INR 632,29 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,17:40,04:00,10h 20m,INR 1086,10 Seats available,"4.2
43",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
HRTC - 1007,Ordinary 3+2 Non AC Seater,19:00,05:40,10h 40m,INR 597,15 Seats available,"3.7
38",https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-chandigarh,Chamba (Himachal Pradesh) to Chandigarh
