Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
APSRTC - 23547,Super Luxury (Non AC Seater 2+2 Push Back),05:45,09:45,04h 00m,INR 281,34 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2889,Super Luxury (Non AC Seater 2+2 Push Back),06:00,09:00,03h 00m,INR 281,30 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 2530,Super Luxury (Non AC Seater 2+2 Push Back),06:15,10:15,04h 00m,INR 281,34 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 3328,Super Luxury (Non AC Seater 2+2 Push Back),06:30,10:30,04h 00m,INR 281,34 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 23889,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:00,10:40,03h 40m,INR 269,35 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Navayuga Travels,A/C Sleeper (2+1),01:40,05:00,03h 20m,INR 699,13 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),02:30,05:50,03h 20m,INR 499,19 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Vahini Travels,NON A/C Push Back (2+2),23:55,04:00,04h 05m,INR 444,32 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
Sai Sree Travels,A/C Sleeper (2+1),00:50,03:45,02h 55m,INR 720,25 Seats available, ,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Kakinada to Visakhapatnam
APSRTC - 23892,Super Luxury (Non AC Seater 2+2 Push Back),00:25,04:25,04h 00m,INR 281,23 Seats available,"4.8
5",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2768,Super Luxury (Non AC Seater 2+2 Push Back),01:00,05:00,04h 00m,INR 281,33 Seats available,"4.6
8",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2858,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",01:30,05:10,03h 40m,INR 269,35 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3473,Super Luxury (Non AC Seater 2+2 Push Back),03:30,08:00,04h 30m,INR 281,34 Seats available,"4.3
16",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23552,Super Luxury (Non AC Seater 2+2 Push Back),04:00,08:30,04h 30m,INR 281,34 Seats available,"4.7
27",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 23540,Super Luxury (Non AC Seater 2+2 Push Back),04:30,09:00,04h 30m,INR 281,34 Seats available,"3.4
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3333,Super Luxury (Non AC Seater 2+2 Push Back),04:45,08:25,03h 40m,INR 281,31 Seats available,"4.5
63",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3405,Super Luxury (Non AC Seater 2+2 Push Back),05:00,09:30,04h 30m,INR 281,34 Seats available,"4.6
11",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 35068,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",05:15,09:00,03h 45m,INR 269,37 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3401,Super Luxury (Non AC Seater 2+2 Push Back),05:30,10:00,04h 30m,INR 281,34 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 27084,METRO LUXURY A/C,05:35,09:30,03h 55m,INR 383,23 Seats available,"4.2
96",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2582,INDRA(A.C. Seater),06:00,10:00,04h 00m,INR 340,30 Seats available,"4.2
81",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3337,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:10,09:50,03h 40m,INR 281,36 Seats available,"3.7
45",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 3325,Super Luxury (Non AC Seater 2+2 Push Back),06:20,10:35,04h 15m,INR 281,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 4906,Super Luxury (Non AC Seater 2+2 Push Back),06:30,11:40,05h 10m,INR 281,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2218,Super Luxury (Non AC Seater 2+2 Push Back),06:40,11:10,04h 30m,INR 281,34 Seats available,"3.7
7",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2537,Super Luxury (Non AC Seater 2+2 Push Back),07:15,11:45,04h 30m,INR 281,34 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 27152,METRO LUXURY A/C,07:30,11:30,04h 00m,INR 383,19 Seats available,"4.5
59",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 2838,Super Luxury (Non AC Seater 2+2 Push Back),07:30,11:30,04h 00m,INR 281,34 Seats available,"2.6
10",https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 4867,Super Luxury (Non AC Seater 2+2 Push Back),07:45,12:30,04h 45m,INR 281,34 Seats available,3.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sri Tulasi Tours and Travels,Non A/C Seater / Sleeper (2+1),22:00,01:30,03h 30m,INR 599,25 Seats available,3.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai RK Travels,Non A/C Seater / Sleeper (2+1),22:40,02:30,03h 50m,INR 599,25 Seats available,4.4,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Navayuga Travels,A/C Sleeper (2+1),22:00,02:10,04h 10m,INR 1090,21 Seats available,3.5,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Morning Star Travels,A/C Sleeper (2+1),21:10,02:25,05h 15m,INR 1090,30 Seats available,2.7,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
Sai Sree Travels,A/C Sleeper (2+1),22:00,02:30,04h 30m,INR 890,25 Seats available,2.9,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Visakhapatnam to Kakinada
APSRTC - 5118,Super Luxury (Non AC Seater 2+2 Push Back),01:30,04:20,02h 50m,INR 277,31 Seats available,"3.0
13",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9035,Express(Non AC Seater),04:00,07:00,03h 00m,INR 170,37 Seats available,"3.9
83",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9057,Express(Non AC Seater),04:30,07:45,03h 15m,INR 170,39 Seats available,"3.6
39",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9129,Express(Non AC Seater),05:00,08:25,03h 25m,INR 170,44 Seats available,"4.1
70",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9037,Express(Non AC Seater),05:30,08:55,03h 25m,INR 170,45 Seats available,"3.9
50",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5650,Express(Non AC Seater),06:00,10:25,04h 25m,INR 186,42 Seats available,"3.8
50",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 47053,Express(Non AC Seater),07:30,10:50,03h 20m,INR 170,43 Seats available,"3.7
103",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5753,Express(Non AC Seater),08:45,12:10,03h 25m,INR 186,38 Seats available,4.0,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5671,Express(Non AC Seater),10:30,13:55,03h 25m,INR 170,26 Seats available,"4.0
63",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9045,Express(Non AC Seater),11:00,14:25,03h 25m,INR 170,32 Seats available,"4.5
63",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5514,Express(Non AC Seater),11:20,15:45,04h 25m,INR 186,36 Seats available,4.0,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 5647,Express(Non AC Seater),12:00,15:25,03h 25m,INR 170,26 Seats available,"3.6
73",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9043,Express(Non AC Seater),12:30,15:50,03h 20m,INR 186,14 Seats available,"3.9
54",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9019,Express(Non AC Seater),12:45,17:10,04h 25m,INR 186,19 Seats available,"4.2
38",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 9003,Express(Non AC Seater),20:00,00:25,04h 25m,INR 186,15 Seats available,"4.6
35",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:30,06:00,05h 30m,INR 399,21 Seats available,3.1,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),00:30,05:10,04h 40m,499,3 Seats available,"3.5
11",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,Non A/C Seater / Sleeper (2+1),00:40,05:15,04h 35m,INR 399,26 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
RK Travels,A/C Seater / Sleeper (2+1),01:10,06:00,04h 50m,INR 499,19 Seats available,3.1,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
NueGo,Electric A/C Seater (2+2),01:40,04:40,03h 00m,189,34 Seats available,3.8,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Chittoor (Andhra Pradesh) to Bangalore
APSRTC - 6014,Super Luxury (Non AC Seater 2+2 Push Back),04:30,11:00,06h 30m,INR 439,27 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50012,Super Luxury (Non AC Seater 2+2 Push Back),05:30,12:00,06h 30m,INR 439,34 Seats available,"2.8
29",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6004,Super Luxury (Non AC Seater 2+2 Push Back),07:00,13:30,06h 30m,INR 439,34 Seats available,"2.8
25",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6016,Super Luxury (Non AC Seater 2+2 Push Back),08:00,14:30,06h 30m,INR 439,33 Seats available,"2.6
12",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50078,Super Luxury (Non AC Seater 2+2 Push Back),09:00,15:50,06h 50m,INR 439,29 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50061,Super Luxury (Non AC Seater 2+2 Push Back),10:00,16:30,06h 30m,INR 439,27 Seats available,"3.2
22",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 9252,INDRA(A.C. Seater),10:30,17:00,06h 30m,INR 526,26 Seats available,"4.1
83",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50102,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",11:00,18:00,07h 00m,INR 412,34 Seats available,"2.2
10",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50804,Super Luxury (Non AC Seater 2+2 Push Back),11:45,18:40,06h 55m,INR 439,20 Seats available,"4.2
10",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6006,INDRA(A.C. Seater),12:15,18:15,06h 00m,INR 526,6 Seats available,"3.9
54",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6209,Super Luxury (Non AC Seater 2+2 Push Back),13:00,19:45,06h 45m,INR 439,34 Seats available,"2.5
17",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 50191,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:30,19:30,06h 00m,INR 656,25 Seats available,"3.7
96",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 9488,Super Luxury (Non AC Seater 2+2 Push Back),14:30,21:25,06h 55m,INR 439,21 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 9256,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:00,21:00,06h 00m,INR 656,36 Seats available,"4.0
68",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6237,Super Luxury (Non AC Seater 2+2 Push Back),15:30,21:45,06h 15m,INR 439,31 Seats available,"2.1
33",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Abhishek Bus,A/C Sleeper (2+1),00:20,07:15,06h 55m,INR 700,13 Seats available,"3.0
4",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
SUVARNAMUKHI TRAVELS,NON A/C Seater (2+3),21:45,04:30,06h 45m,INR 300,5 Seats available,"3.0
46",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Abhishek Bus,Scania Multi-Axle AC Semi Sleeper (2+2),22:05,06:20,08h 15m,INR 649,21 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:00,06h 30m,INR 700,13 Seats available,"4.1
311",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
Sri Vinayaka Travels,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,INR 899,11 Seats available,"4.3
134",https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Kadapa to Bangalore
APSRTC - 6532,Super Luxury (Non AC Seater 2+2 Push Back),00:30,05:45,05h 15m,INR 345,33 Seats available,3.7,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 51500,INDRA(A.C. Seater),00:40,03:55,03h 15m,INR 433,34 Seats available,"3.2
17",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6457,Super Luxury (Non AC Seater 2+2 Push Back),00:45,04:06,03h 21m,INR 340,33 Seats available,"3.7
13",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6541,STAR LINER(NON-AC SLEEPER 2+1),01:30,06:00,04h 30m,INR 412,28 Seats available,3.7,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6466,Super Luxury (Non AC Seater 2+2 Push Back),02:15,06:35,04h 20m,INR 340,31 Seats available,"3.6
23",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6608,Super Luxury (Non AC Seater 2+2 Push Back),02:15,06:00,03h 45m,INR 340,31 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6711,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:15,09:50,04h 35m,INR 340,35 Seats available,"4.7
64",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6713,Super Luxury (Non AC Seater 2+2 Push Back),06:00,10:35,04h 35m,INR 340,32 Seats available,"3.9
27",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6715,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:05,04h 35m,INR 340,34 Seats available,"4.4
33",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6706,Super Luxury (Non AC Seater 2+2 Push Back),07:00,11:45,04h 45m,INR 340,31 Seats available,"3.4
20",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6717,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:30,12:15,04h 45m,INR 340,37 Seats available,"4.3
38",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52853,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",08:00,12:05,04h 05m,INR 307,36 Seats available,"3.7
21",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6676,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:30,13:10,04h 40m,INR 340,34 Seats available,"3.9
23",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52857,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",09:00,13:05,04h 05m,INR 307,31 Seats available,"4.3
15",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6701,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:20,14:05,04h 45m,INR 340,35 Seats available,"4.2
29",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6702,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:00,14:45,04h 45m,INR 307,35 Seats available,"4.1
4",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6318,Super Luxury (Non AC Seater 2+2 Push Back),10:15,14:45,04h 30m,INR 340,30 Seats available,"4.2
12",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 52845,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",10:45,14:50,04h 05m,INR 307,35 Seats available,"3.7
41",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6712,Super Luxury (Non AC Seater 2+2 Push Back),11:45,16:20,04h 35m,INR 340,33 Seats available,"2.9
29",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 6356,Super Luxury (Non AC Seater 2+2 Push Back),12:00,16:15,04h 15m,INR 340,29 Seats available,"4.4
23",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Kallada Travels (Suresh Kallada),Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2),21:25,00:25,03h 00m,INR 1300,37 Seats available,"3.7
34",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Go Tour Travels and Holidays,A/C Sleeper (2+1),05:00,09:00,04h 00m,INR 899,19 Seats available,"4.7
12",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Yolo Bus,Bharat Benz A/C Sleeper (2+1),05:21,09:46,04h 25m,INR 750,3 Seats available,"3.5
29",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
YAS TOURS AND TRAVELS,Volvo A/C Semi Sleeper (2+2),22:10,01:15,03h 05m,INR 900,36 Seats available,"4.0
14",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
Orange Tours and Travels Platinum,Volvo Multi-Axle Sleeper A/C (2+1),23:00,02:30,03h 30m,INR 1200,39 Seats available,"4.6
7",https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Anantapur (andhra pradesh) to Bangalore
APSRTC - 5095,Super Luxury (Non AC Seater 2+2 Push Back),00:30,04:45,04h 15m,INR 398,15 Seats available,"1.8
9",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5051,VENNELA (A.C. SLEEPER),00:30,04:50,04h 20m,INR 749,14 Seats available,"3.3
16",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5091,Super Luxury (Non AC Seater 2+2 Push Back),00:50,05:05,04h 15m,INR 398,26 Seats available,"4.1
10",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 3870,VENNELA (A.C. SLEEPER),00:50,04:40,03h 50m,INR 749,26 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5027,Super Luxury (Non AC Seater 2+2 Push Back),01:30,05:45,04h 15m,INR 398,28 Seats available,"4.2
17",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 3872,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),02:00,05:40,03h 40m,INR 680,41 Seats available,"3.2
7",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 2637,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),02:40,06:50,04h 10m,INR 633,45 Seats available,"2.4
15",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5650,Express(Non AC Seater),04:30,10:25,05h 55m,INR 294,43 Seats available,"3.7
18",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 47576,Super Luxury (Non AC Seater 2+2 Push Back),06:00,12:00,06h 00m,INR 398,32 Seats available,"2.9
23",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5512,SAPTAGIRI EXPRESS,06:30,12:30,06h 00m,INR 284,45 Seats available,"4.3
15",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 47578,Super Luxury (Non AC Seater 2+2 Push Back),07:00,13:00,06h 00m,INR 398,33 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5470,SAPTAGIRI EXPRESS,07:30,13:30,06h 00m,INR 284,46 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5466,SAPTAGIRI EXPRESS,08:30,14:30,06h 00m,INR 284,42 Seats available,3.8,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 9045,Express(Non AC Seater),09:00,14:25,05h 25m,INR 280,34 Seats available,"3.1
7",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
APSRTC - 5500,SAPTAGIRI EXPRESS,09:30,15:30,06h 00m,INR 284,42 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,Tirupati to Bangalore
